DL/UL	time	frame	subF	slot	1stSym	symbol#	cellId	rnti	ccId	tbSize	mcs	rv	SINR(dB)	corrupt	TBler
UL	0.825732	82	5	2	7	6	1	1	0	5856	16	0	11.9102 	0	0.00598502
DL	0.825875	82	5	3	1	6	1	1	0	5489	15	0	11.4022	0	0.0354643
UL	0.825982	82	5	3	7	6	1	1	0	5489	15	0	11.3077 	0	0.0354643
DL	0.826125	82	6	0	1	6	1	1	0	5489	15	1	11.5907	0	0
DL	0.826232	82	6	0	7	6	1	1	0	5489	15	2	11.9027	0	0.0354643
DL	0.826375	82	6	1	1	6	1	1	0	5489	15	1	11.9301	0	0
DL	0.826482	82	6	1	7	6	1	1	0	5489	15	2	11.9502	0	0.0354643
DL	0.826625	82	6	2	1	6	1	1	0	5489	15	0	11.9639	0	0.0354643
UL	0.826732	82	6	2	7	6	1	1	0	5489	15	0	11.5943 	0	0.0354643
DL	0.826875	82	6	3	1	6	1	1	0	5489	15	0	12.1778	0	0
UL	0.826982	82	6	3	7	6	1	1	0	5489	15	0	11.3943 	0	0.0354643
DL	0.827125	82	7	0	1	6	1	1	0	5489	15	0	12.0459	0	0
UL	0.827232	82	7	0	7	6	1	1	0	5489	15	0	11.8302 	0	0.0354643
DL	0.827375	82	7	1	1	6	1	1	0	5489	15	0	12.0405	0	0
UL	0.827482	82	7	1	7	6	1	1	0	5489	15	0	11.6529 	0	0.0354643
DL	0.827625	82	7	2	1	6	1	1	0	5489	15	0	11.5639	0	0.0354643
UL	0.827732	82	7	2	7	6	1	1	0	5489	15	0	10.9112 	1	0.965514
DL	0.827875	82	7	3	1	6	1	1	0	5489	15	0	11.3886	0	0.0354643
UL	0.827982	82	7	3	7	6	1	1	0	5856	16	0	11.5885 	1	0.490194
DL	0.828125	82	8	0	1	6	1	1	0	5489	15	0	11.2404	1	0.965514
UL	0.828232	82	8	0	7	6	1	1	0	5489	15	0	11.6907 	0	0.0354643
DL	0.828339	82	8	1	1	4	1	1	0	3660	15	0	11.1227	1	0.894052
UL	0.828446	82	8	1	5	6	1	1	0	5489	15	1	11.6802 	0	0
DL	0.828589	82	8	2	1	4	1	1	0	3660	15	0	10.9746	0	0
UL	0.828696	82	8	2	5	6	1	1	0	5856	16	1	11.3789 	0	0
DL	0.828875	82	8	3	1	6	1	1	0	5489	15	1	10.9134	0	0
DL	0.828982	82	8	3	7	6	1	1	0	5489	15	2	10.9681	1	0.965514
DL	0.829089	82	9	0	1	4	1	1	0	3660	15	1	10.9361	1	0.894052
DL	0.829161	82	9	0	5	4	1	1	0	3660	15	2	11.3349	0	0
UL	0.829214	82	9	0	9	3	1	1	0	2746	15	0	11.6049 	0	0.0178922
DL	0.829375	82	9	1	1	6	1	1	0	4391	13	0	10.9911	0	0
UL	0.829482	82	9	1	7	6	1	1	0	5489	15	0	11.3598 	0	0.0354643
DL	0.829625	82	9	2	1	6	1	1	0	4391	13	0	11.2899	0	0
UL	0.829732	82	9	2	7	6	1	1	0	5489	15	0	11.5406 	0	0.0354643
DL	0.829875	82	9	3	1	6	1	1	0	4391	13	1	11.1001	0	0
DL	0.829982	82	9	3	7	6	1	1	0	4391	13	2	11.4089	0	0
DL	0.830125	83	0	0	1	6	1	1	0	4391	13	0	10.9796	0	0
UL	0.830232	83	0	0	7	6	1	1	0	5489	15	0	10.8506 	1	0.965514
DL	0.830375	83	0	1	1	6	1	1	0	5489	15	0	11.2335	0	0.0354643
UL	0.830482	83	0	1	7	6	1	1	0	5489	15	0	11.527 	0	0.0354643
DL	0.830625	83	0	2	1	6	1	1	0	5489	15	0	11.1546	1	0.965514
UL	0.830732	83	0	2	7	6	1	1	0	5489	15	0	10.8298 	0	0
DL	0.830839	83	0	3	1	4	1	1	0	2929	13	0	11.3459	0	0
UL	0.830946	83	0	3	5	6	1	1	0	5489	15	1	11.3991 	0	0
DL	0.831125	83	1	0	1	6	1	1	0	5489	15	0	11.3203	0	0.0354643
UL	0.831232	83	1	0	7	6	1	1	0	5489	15	0	11.3794 	0	0.0354643
DL	0.831375	83	1	1	1	6	1	1	0	5489	15	1	11.1233	1	0.965514
DL	0.831482	83	1	1	7	6	1	1	0	5489	15	2	10.6061	0	0
DL	0.831625	83	1	2	1	6	1	1	0	5489	15	0	10.9314	1	0.965514
UL	0.831732	83	1	2	7	6	1	1	0	4941	14	0	10.4325 	0	0
DL	0.831875	83	1	3	1	6	1	1	0	5489	15	0	10.7865	0	0
UL	0.831982	83	1	3	7	6	1	1	0	5489	15	0	11.1057 	1	0.965514
DL	0.832125	83	2	0	1	6	1	1	0	5489	15	1	10.7826	1	1
DL	0.832232	83	2	0	7	6	1	1	0	5489	15	2	10.4362	0	0
DL	0.832375	83	2	1	1	6	1	1	0	4391	13	0	10.4409	0	0
UL	0.832482	83	2	1	7	6	1	1	0	4941	14	0	10.5024 	0	0
DL	0.832589	83	2	2	1	4	1	1	0	2929	13	0	10.2507	0	0
UL	0.832696	83	2	2	5	6	1	1	0	5489	15	1	10.702 	0	0
DL	0.832839	83	2	3	1	4	1	1	0	2929	13	1	9.98625	0	0.00119952
DL	0.832911	83	2	3	5	4	1	1	0	2929	13	2	10.8785	0	0
UL	0.832964	83	2	3	9	3	1	1	0	2470	14	0	10.7064 	0	0.00029997
DL	0.833125	83	3	0	1	6	1	1	0	4391	13	0	9.9153	0	0.0004999
UL	0.833232	83	3	0	7	6	1	1	0	4941	14	0	9.96851 	1	0.991243
DL	0.833375	83	3	1	1	6	1	1	0	4391	13	0	9.87647	0	0.0004999
UL	0.833482	83	3	1	7	6	1	1	0	4941	14	0	10.1479 	1	0.163171
DL	0.833625	83	3	2	1	6	1	1	0	4391	13	0	9.78535	0	0.0004999
UL	0.833732	83	3	2	7	6	1	1	0	4941	14	0	10.0765 	0	0.163171
DL	0.833839	83	3	3	1	4	1	1	0	2929	13	0	9.86773	0	0.00119952
UL	0.833946	83	3	3	5	6	1	1	0	4941	14	1	10.0819 	0	0
DL	0.834089	83	4	0	1	4	1	1	0	2929	13	0	9.94162	0	0.00119952
UL	0.834196	83	4	0	5	6	1	1	0	4941	14	1	9.61186 	0	0
DL	0.834375	83	4	1	1	6	1	1	0	4391	13	0	9.95709	0	0
UL	0.834482	83	4	1	7	6	1	1	0	4391	13	0	9.85677 	0	0
DL	0.834625	83	4	2	1	6	1	1	0	4391	13	0	9.87012	0	0.0004999
UL	0.834732	83	4	2	7	6	1	1	0	4391	13	0	9.05994 	1	0.901516
DL	0.834875	83	4	3	1	6	1	1	0	4391	13	0	9.95652	0	0
UL	0.834982	83	4	3	7	6	1	1	0	4391	13	0	9.72873 	0	0.0004999
DL	0.835125	83	5	0	1	6	1	1	0	4391	13	0	9.82205	0	0.0004999
UL	0.835232	83	5	0	7	6	1	1	0	4391	13	0	9.77719 	0	0.0004999
DL	0.835339	83	5	1	1	4	1	1	0	2929	13	0	9.63008	0	0.00119952
UL	0.835446	83	5	1	5	6	1	1	0	4391	13	1	9.48336 	0	0
DL	0.835625	83	5	2	1	6	1	1	0	4391	13	0	9.718	0	0.0004999
UL	0.835732	83	5	2	7	6	1	1	0	4391	13	0	9.47785 	0	0.0004999
DL	0.835875	83	5	3	1	6	1	1	0	4391	13	0	9.75147	0	0.0004999
UL	0.835982	83	5	3	7	6	1	1	0	4391	13	0	10.0657 	0	0
DL	0.836125	83	6	0	1	6	1	1	0	4391	13	0	9.84768	0	0.0004999
UL	0.836232	83	6	0	7	6	1	1	0	4391	13	0	9.73382 	0	0.0004999
DL	0.836375	83	6	1	1	6	1	1	0	4391	13	0	9.61497	0	0.0004999
UL	0.836482	83	6	1	7	6	1	1	0	4391	13	0	9.53058 	0	0.0004999
DL	0.836625	83	6	2	1	6	1	1	0	4391	13	0	9.61036	0	0.0004999
UL	0.836732	83	6	2	7	6	1	1	0	4391	13	0	10.1967 	0	0
DL	0.836875	83	6	3	1	6	1	1	0	4391	13	0	9.18402	1	0.901516
UL	0.836982	83	6	3	7	6	1	1	0	4391	13	0	9.38383 	0	0.0909948
DL	0.837125	83	7	0	1	6	1	1	0	4391	13	0	9.14215	0	0
UL	0.837232	83	7	0	7	6	1	1	0	4391	13	0	9.28686 	0	0.0909948
DL	0.837375	83	7	1	1	6	1	1	0	4391	13	0	9.29132	1	0.0909948
UL	0.837482	83	7	1	7	6	1	1	0	4391	13	0	10.0869 	0	0
DL	0.837625	83	7	2	1	6	1	1	0	4391	13	1	9.22237	0	0
DL	0.837732	83	7	2	7	6	1	1	0	4391	13	2	9.56397	0	0.0004999
DL	0.837875	83	7	3	1	6	1	1	0	3385	11	0	9.30748	0	0
UL	0.837982	83	7	3	7	6	1	1	0	3844	12	0	9.22603 	0	0
DL	0.838125	83	8	0	1	6	1	1	0	3385	11	1	9.64083	0	0
DL	0.838232	83	8	0	7	6	1	1	0	3385	11	2	9.91425	0	0
DL	0.838375	83	8	1	1	6	1	1	0	4391	13	0	9.99684	0	0
UL	0.838482	83	8	1	7	6	1	1	0	4391	13	0	9.73513 	0	0.0004999
DL	0.838625	83	8	2	1	6	1	1	0	3385	11	0	10.3701	0	0
UL	0.838732	83	8	2	7	6	1	1	0	3844	12	0	9.56538 	0	0
DL	0.838875	83	8	3	1	6	1	1	0	4391	13	0	10.3451	0	0
UL	0.838982	83	8	3	7	6	1	1	0	3844	12	0	9.97258 	0	0
DL	0.839125	83	9	0	1	6	1	1	0	4391	13	0	10.2995	0	0
UL	0.839232	83	9	0	7	6	1	1	0	4391	13	0	10.3591 	0	0
DL	0.839375	83	9	1	1	6	1	1	0	4391	13	0	10.2388	0	0
UL	0.839482	83	9	1	7	6	1	1	0	4391	13	0	9.51152 	0	0.0909948
DL	0.839625	83	9	2	1	6	1	1	0	4391	13	0	10.1379	0	0
UL	0.839732	83	9	2	7	6	1	1	0	4391	13	0	10.2013 	0	0
DL	0.839875	83	9	3	1	6	1	1	0	4391	13	0	9.9525	0	0
UL	0.839982	83	9	3	7	6	1	1	0	4941	14	0	10.6192 	0	0
DL	0.840125	84	0	0	1	6	1	1	0	4391	13	0	10.0136	0	0
UL	0.840232	84	0	0	7	6	1	1	0	4391	13	0	9.70994 	0	0.0004999
DL	0.840375	84	0	1	1	6	1	1	0	4391	13	0	10.0378	0	0
UL	0.840482	84	0	1	7	6	1	1	0	4391	13	0	10.5388 	0	0
DL	0.840625	84	0	2	1	6	1	1	0	4391	13	0	10.1705	0	0
UL	0.840732	84	0	2	7	6	1	1	0	4941	14	0	10.6544 	0	0
DL	0.840875	84	0	3	1	6	1	1	0	4391	13	0	10.279	0	0
UL	0.840982	84	0	3	7	6	1	1	0	4391	13	0	10.1697 	0	0
DL	0.841125	84	1	0	1	6	1	1	0	4391	13	0	10.1516	0	0
UL	0.841232	84	1	0	7	6	1	1	0	4941	14	0	10.1934 	0	0.163171
DL	0.841375	84	1	1	1	6	1	1	0	4391	13	0	10.149	0	0
UL	0.841482	84	1	1	7	6	1	1	0	4941	14	0	10.7505 	0	0
DL	0.841625	84	1	2	1	6	1	1	0	4391	13	0	10.4556	0	0
UL	0.841732	84	1	2	7	6	1	1	0	4391	13	0	10.4833 	0	0
DL	0.841875	84	1	3	1	6	1	1	0	4391	13	0	10.6978	0	0
UL	0.841982	84	1	3	7	6	1	1	0	4391	13	0	10.5805 	0	0
DL	0.842125	84	2	0	1	6	1	1	0	4391	13	0	11.046	0	0
UL	0.842232	84	2	0	7	6	1	1	0	4941	14	0	11.3425 	0	0
DL	0.842375	84	2	1	1	6	1	1	0	4391	13	0	11.015	0	0
UL	0.842482	84	2	1	7	6	1	1	0	4941	14	0	10.5434 	0	0
DL	0.842625	84	2	2	1	6	1	1	0	4391	13	0	10.9437	0	0
UL	0.842732	84	2	2	7	6	1	1	0	4941	14	0	10.1997 	0	0.163171
DL	0.842875	84	2	3	1	6	1	1	0	4391	13	0	11.1674	0	0
UL	0.842982	84	2	3	7	6	1	1	0	5489	15	0	11.2002 	0	0.0354643
DL	0.843125	84	3	0	1	6	1	1	0	4391	13	0	11.2737	0	0
UL	0.843232	84	3	0	7	6	1	1	0	4941	14	0	10.8701 	0	0
DL	0.843375	84	3	1	1	6	1	1	0	4391	13	0	11.1387	0	0
UL	0.843482	84	3	1	7	6	1	1	0	4391	13	0	10.5721 	0	0
DL	0.843625	84	3	2	1	6	1	1	0	4391	13	0	10.7404	0	0
UL	0.843732	84	3	2	7	6	1	1	0	5489	15	0	10.7061 	1	1
DL	0.843875	84	3	3	1	6	1	1	0	5489	15	0	10.7068	1	1
UL	0.843982	84	3	3	7	6	1	1	0	4941	14	0	11.0342 	0	0
DL	0.844125	84	4	0	1	6	1	1	0	4391	13	0	10.5411	0	0
UL	0.844232	84	4	0	7	6	1	1	0	4941	14	0	10.4841 	0	0
DL	0.844339	84	4	1	1	4	1	1	0	2929	13	0	10.2986	0	0
UL	0.844446	84	4	1	5	6	1	1	0	5489	15	1	10.8015 	0	0
DL	0.844589	84	4	2	1	4	1	1	0	2929	13	1	10.15	0	0.00119952
DL	0.844661	84	4	2	5	4	1	1	0	2929	13	2	11.0296	0	0
UL	0.844714	84	4	2	9	3	1	1	0	2470	14	0	10.4887 	0	0.00029997
DL	0.844875	84	4	3	1	6	1	1	0	4391	13	0	9.91853	0	0.0004999
UL	0.844982	84	4	3	7	6	1	1	0	4941	14	0	9.86808 	1	0.991243
DL	0.845125	84	5	0	1	6	1	1	0	4391	13	0	10.2591	0	0
UL	0.845232	84	5	0	7	6	1	1	0	4941	14	0	10.6349 	0	0
DL	0.845375	84	5	1	1	6	1	1	0	4391	13	0	10.5605	0	0
UL	0.845482	84	5	1	7	6	1	1	0	4941	14	0	11.0094 	0	0
DL	0.845589	84	5	2	1	4	1	1	0	2929	13	0	10.7215	0	0
UL	0.845696	84	5	2	5	6	1	1	0	4941	14	1	10.7945 	0	0
DL	0.845875	84	5	3	1	6	1	1	0	4391	13	0	10.8294	0	0
UL	0.845982	84	5	3	7	6	1	1	0	4941	14	0	10.7438 	0	0
DL	0.846125	84	6	0	1	6	1	1	0	4391	13	0	10.7898	0	0
UL	0.846232	84	6	0	7	6	1	1	0	4941	14	0	10.6745 	0	0
DL	0.846375	84	6	1	1	6	1	1	0	4391	13	0	10.7794	0	0
UL	0.846482	84	6	1	7	6	1	1	0	4941	14	0	10.3346 	0	0
DL	0.846625	84	6	2	1	6	1	1	0	4391	13	0	10.6497	0	0
UL	0.846732	84	6	2	7	6	1	1	0	4941	14	0	10.355 	0	0
DL	0.846875	84	6	3	1	6	1	1	0	4391	13	0	10.5253	0	0
UL	0.846982	84	6	3	7	6	1	1	0	4941	14	0	10.5696 	0	0
DL	0.847125	84	7	0	1	6	1	1	0	4391	13	0	10.6298	0	0
UL	0.847232	84	7	0	7	6	1	1	0	4941	14	0	10.5665 	0	0
DL	0.847375	84	7	1	1	6	1	1	0	4391	13	0	10.7522	0	0
UL	0.847482	84	7	1	7	6	1	1	0	4941	14	0	10.1019 	0	0.163171
DL	0.847625	84	7	2	1	6	1	1	0	4391	13	0	10.5768	0	0
UL	0.847732	84	7	2	7	6	1	1	0	4941	14	0	10.7391 	0	0
DL	0.847875	84	7	3	1	6	1	1	0	4391	13	0	10.2226	0	0
UL	0.847982	84	7	3	7	6	1	1	0	4941	14	0	10.2528 	0	0.163171
DL	0.848125	84	8	0	1	6	1	1	0	4391	13	0	10.1672	0	0
UL	0.848232	84	8	0	7	6	1	1	0	4391	13	0	9.97374 	0	0.0004999
DL	0.848375	84	8	1	1	6	1	1	0	4391	13	0	10.0691	0	0
UL	0.848482	84	8	1	7	6	1	1	0	4941	14	0	10.6743 	0	0
DL	0.848625	84	8	2	1	6	1	1	0	4391	13	0	9.82379	0	0.0004999
UL	0.848732	84	8	2	7	6	1	1	0	4391	13	0	10.207 	0	0
DL	0.848875	84	8	3	1	6	1	1	0	4391	13	0	9.79151	0	0.0004999
UL	0.848982	84	8	3	7	6	1	1	0	4391	13	0	10.108 	0	0
DL	0.849125	84	9	0	1	6	1	1	0	4391	13	0	9.81979	0	0.0004999
UL	0.849232	84	9	0	7	6	1	1	0	4941	14	0	10.4286 	0	0
DL	0.849375	84	9	1	1	6	1	1	0	4391	13	0	10.1362	0	0
UL	0.849482	84	9	1	7	6	1	1	0	4391	13	0	10.5781 	0	0
DL	0.849625	84	9	2	1	6	1	1	0	4391	13	0	10.4059	0	0
UL	0.849732	84	9	2	7	6	1	1	0	4391	13	0	10.0432 	0	0
DL	0.849875	84	9	3	1	6	1	1	0	4391	13	0	10.6382	0	0
UL	0.849982	84	9	3	7	6	1	1	0	4941	14	0	10.4184 	0	0
DL	0.850125	85	0	0	1	6	1	1	0	4391	13	0	10.8335	0	0
UL	0.850232	85	0	0	7	6	1	1	0	4941	14	0	10.8702 	0	0
DL	0.850375	85	0	1	1	6	1	1	0	4391	13	0	10.9322	0	0
UL	0.850482	85	0	1	7	6	1	1	0	4391	13	0	10.1034 	0	0
DL	0.850625	85	0	2	1	6	1	1	0	4391	13	0	11.0858	0	0
UL	0.850732	85	0	2	7	6	1	1	0	4941	14	0	10.75 	0	0
DL	0.850875	85	0	3	1	6	1	1	0	4391	13	0	11.1479	0	0
UL	0.850982	85	0	3	7	6	1	1	0	4941	14	0	11.3677 	0	0
DL	0.851125	85	1	0	1	6	1	1	0	4391	13	0	11.2017	0	0
UL	0.851232	85	1	0	7	6	1	1	0	4391	13	0	10.7544 	0	0
DL	0.851375	85	1	1	1	6	1	1	0	4391	13	0	11.2656	0	0
UL	0.851482	85	1	1	7	6	1	1	0	4941	14	0	11.2472 	0	0
DL	0.851625	85	1	2	1	6	1	1	0	4391	13	0	11.1276	0	0
UL	0.851732	85	1	2	7	6	1	1	0	5489	15	0	11.4831 	0	0.0354643
DL	0.851875	85	1	3	1	6	1	1	0	5489	15	0	11.0698	1	0.965514
UL	0.851982	85	1	3	7	6	1	1	0	4941	14	0	11.0309 	0	0
DL	0.852125	85	2	0	1	6	1	1	0	5489	15	0	11.1063	0	0
UL	0.852232	85	2	0	7	6	1	1	0	5489	15	0	11.0938 	0	0.965514
DL	0.852375	85	2	1	1	6	1	1	0	4391	13	0	11.1121	0	0
UL	0.852482	85	2	1	7	6	1	1	0	5489	15	0	11.4194 	0	0.0354643
DL	0.852625	85	2	2	1	6	1	1	0	4391	13	1	10.905	0	0
DL	0.852732	85	2	2	7	6	1	1	0	4391	13	2	11.3138	0	0
DL	0.852875	85	2	3	1	6	1	1	0	4391	13	0	11.1954	0	0
UL	0.852982	85	2	3	7	6	1	1	0	4941	14	0	11.2772 	0	0
DL	0.853125	85	3	0	1	6	1	1	0	4391	13	0	11.2095	0	0
UL	0.853232	85	3	0	7	6	1	1	0	5489	15	0	11.7769 	0	0.0354643
DL	0.853375	85	3	1	1	6	1	1	0	5489	15	0	11.1456	1	0.965514
UL	0.853482	85	3	1	7	6	1	1	0	5489	15	0	11.4632 	0	0.0354643
DL	0.853625	85	3	2	1	6	1	1	0	4391	13	0	11.3361	0	0
UL	0.853732	85	3	2	7	6	1	1	0	4941	14	0	10.8931 	0	0
DL	0.853875	85	3	3	1	6	1	1	0	4391	13	0	11.2904	0	0
UL	0.853982	85	3	3	7	6	1	1	0	5489	15	0	11.6549 	0	0.0354643
DL	0.854125	85	4	0	1	6	1	1	0	4391	13	1	11.5197	0	0
DL	0.854232	85	4	0	7	6	1	1	0	4391	13	2	11.6844	0	0
DL	0.854375	85	4	1	1	6	1	1	0	5489	15	0	11.8785	0	0.0354643
UL	0.854482	85	4	1	7	6	1	1	0	4941	14	0	11.1283 	0	0
DL	0.854625	85	4	2	1	6	1	1	0	5489	15	0	11.9306	0	0.0354643
UL	0.854732	85	4	2	7	6	1	1	0	5489	15	0	11.5207 	0	0.0354643
DL	0.854875	85	4	3	1	6	1	1	0	5489	15	0	11.687	0	0.0354643
UL	0.854982	85	4	3	7	6	1	1	0	5489	15	0	11.3954 	1	0.0354643
DL	0.855125	85	5	0	1	6	1	1	0	5489	15	0	11.5453	0	0.0354643
UL	0.855232	85	5	0	7	6	1	1	0	4941	14	0	11.0655 	0	0
DL	0.855375	85	5	1	1	6	1	1	0	5489	15	0	11.5712	0	0.0354643
UL	0.855482	85	5	1	7	6	1	1	0	5489	15	0	11.4764 	0	0.0354643
DL	0.855589	85	5	2	1	4	1	1	0	3660	15	0	11.4824	0	0.0237849
UL	0.855696	85	5	2	5	6	1	1	0	5489	15	1	11.1132 	0	0
DL	0.855875	85	5	3	1	6	1	1	0	5489	15	0	11.3663	0	0.0354643
UL	0.855982	85	5	3	7	6	1	1	0	4941	14	0	11.1257 	0	0
DL	0.856125	85	6	0	1	6	1	1	0	5489	15	0	11.2645	1	0.965514
UL	0.856232	85	6	0	7	6	1	1	0	5489	15	0	11.6743 	0	0.0354643
DL	0.856375	85	6	1	1	6	1	1	0	5489	15	0	11.3691	0	0
UL	0.856482	85	6	1	7	6	1	1	0	5489	15	0	12.3327 	0	0
DL	0.856625	85	6	2	1	6	1	1	0	5489	15	0	11.5136	0	0.0354643
UL	0.856732	85	6	2	7	6	1	1	0	4941	14	0	11.409 	0	0
DL	0.856875	85	6	3	1	6	1	1	0	5489	15	1	11.4365	0	0.0354643
DL	0.856982	85	6	3	7	6	1	1	0	5489	15	2	11.7982	0	0.0354643
DL	0.857125	85	7	0	1	6	1	1	0	5489	15	0	11.7472	0	0.0354643
UL	0.857232	85	7	0	7	6	1	1	0	5856	16	0	12.2935 	0	0.00598502
DL	0.857375	85	7	1	1	6	1	1	0	5489	15	0	11.8512	0	0.0354643
UL	0.857482	85	7	1	7	6	1	1	0	5489	15	0	11.808 	1	0.0354643
DL	0.857625	85	7	2	1	6	1	1	0	5489	15	0	11.7854	0	0.0354643
UL	0.857732	85	7	2	7	6	1	1	0	5489	15	0	11.7692 	0	0.0354643
DL	0.857875	85	7	3	1	6	1	1	0	5489	15	0	11.9525	0	0
UL	0.857982	85	7	3	7	6	1	1	0	5856	16	0	12.0327 	0	0.00598502
DL	0.858089	85	8	0	1	4	1	1	0	3660	15	0	11.8977	0	0.0237849
UL	0.858196	85	8	0	5	6	1	1	0	5489	15	1	11.4439 	0	0
DL	0.858375	85	8	1	1	6	1	1	0	5489	15	0	12.1971	0	0
UL	0.858482	85	8	1	7	6	1	1	0	5489	15	0	11.6296 	0	0.0354643
DL	0.858625	85	8	2	1	6	1	1	0	5489	15	0	12.5277	0	0
UL	0.858732	85	8	2	7	6	1	1	0	5856	16	0	12.4835 	0	0.00598502
DL	0.858875	85	8	3	1	6	1	1	0	5489	15	0	12.4566	0	0
UL	0.858982	85	8	3	7	6	1	1	0	5856	16	0	12.2553 	0	0.00598502
DL	0.859125	85	9	0	1	6	1	1	0	5489	15	0	12.7399	0	0
UL	0.859232	85	9	0	7	6	1	1	0	5489	15	0	11.8891 	0	0.0354643
DL	0.859375	85	9	1	1	6	1	1	0	5489	15	0	12.6078	0	0
UL	0.859482	85	9	1	7	6	1	1	0	5902	17	0	12.6515 	0	0.00059985
DL	0.859625	85	9	2	1	6	1	1	0	5489	15	0	12.4419	0	0
UL	0.859732	85	9	2	7	6	1	1	0	5856	16	0	12.53 	0	0.00598502
DL	0.859875	85	9	3	1	6	1	1	0	5489	15	0	12.1995	0	0
UL	0.859982	85	9	3	7	6	1	1	0	5489	15	0	12.1479 	0	0
DL	0.860125	86	0	0	1	6	1	1	0	5489	15	0	11.9061	0	0.0354643
UL	0.860232	86	0	0	7	6	1	1	0	5902	17	0	12.5134 	0	0.00059985
DL	0.860375	86	0	1	1	6	1	1	0	5489	15	0	12.0165	0	0.0354643
UL	0.860482	86	0	1	7	6	1	1	0	5902	17	0	12.7578 	0	0.00059985
DL	0.860625	86	0	2	1	6	1	1	0	5489	15	0	12.1835	0	0.0354643
UL	0.860732	86	0	2	7	6	1	1	0	5856	16	0	12.4942 	0	0.00598502
DL	0.860875	86	0	3	1	6	1	1	0	5489	15	0	12.2366	0	0
UL	0.860982	86	0	3	7	6	1	1	0	5902	17	0	12.5337 	0	0.00059985
DL	0.861125	86	1	0	1	6	1	1	0	5489	15	0	12.5484	0	0
UL	0.861232	86	1	0	7	6	1	1	0	5902	17	0	13.0543 	0	0.00059985
DL	0.861375	86	1	1	1	6	1	1	0	5489	15	0	12.6093	0	0
UL	0.861482	86	1	1	7	6	1	1	0	5856	16	0	12.2595 	0	0.00598502
DL	0.861625	86	1	2	1	6	1	1	0	5489	15	0	12.8324	0	0
UL	0.861732	86	1	2	7	6	1	1	0	5902	17	0	12.3616 	0	0.233248
DL	0.861875	86	1	3	1	6	1	1	0	5489	15	0	12.7772	0	0
UL	0.861982	86	1	3	7	6	1	1	0	5902	17	0	12.8488 	0	0.00059985
DL	0.862125	86	2	0	1	6	1	1	0	5489	15	0	12.8357	0	0
UL	0.862232	86	2	0	7	6	1	1	0	5856	16	0	12.2016 	0	0.00598502
DL	0.862375	86	2	1	1	6	1	1	0	5489	15	0	13.103	0	0
UL	0.862482	86	2	1	7	6	1	1	0	5856	16	0	12.7779 	0	0
DL	0.862625	86	2	2	1	6	1	1	0	5489	15	0	13.2173	0	0
UL	0.862732	86	2	2	7	6	1	1	0	5902	17	0	13.2077 	0	0
DL	0.862875	86	2	3	1	6	1	1	0	5489	15	0	13.087	0	0
UL	0.862982	86	2	3	7	6	1	1	0	5856	16	0	12.7489 	0	0
DL	0.863125	86	3	0	1	6	1	1	0	5489	15	0	12.9486	0	0
UL	0.863232	86	3	0	7	6	1	1	0	5902	17	0	12.6795 	0	0.00059985
DL	0.863375	86	3	1	1	6	1	1	0	6315	18	0	12.9229	1	0.287818
UL	0.863482	86	3	1	7	6	1	1	0	6315	18	0	13.3619 	0	0
DL	0.863625	86	3	2	1	6	1	1	0	5489	15	0	13.1691	0	0
UL	0.863732	86	3	2	7	6	1	1	0	5902	17	0	13.0466 	0	0.00059985
DL	0.863875	86	3	3	1	6	1	1	0	5489	15	0	13.0185	0	0
UL	0.863982	86	3	3	7	6	1	1	0	5902	17	0	12.6385 	0	0.00059985
DL	0.864125	86	4	0	1	6	1	1	0	5489	15	1	13.017	0	0
DL	0.864232	86	4	0	7	6	1	1	0	5489	15	2	12.9341	0	0
DL	0.864375	86	4	1	1	6	1	1	0	6315	18	0	12.6777	1	0.999189
UL	0.864482	86	4	1	7	6	1	1	0	5902	17	0	13.2903 	0	0
DL	0.864625	86	4	2	1	6	1	1	0	5489	15	0	12.4543	0	0
UL	0.864732	86	4	2	7	6	1	1	0	5902	17	0	12.4038 	0	0.233248
DL	0.864875	86	4	3	1	6	1	1	0	5489	15	0	12.4613	0	0
UL	0.864982	86	4	3	7	6	1	1	0	5902	17	0	13.202 	0	0
DL	0.865125	86	5	0	1	6	1	1	0	5489	15	0	12.5669	0	0
UL	0.865232	86	5	0	7	6	1	1	0	6315	18	0	12.9233 	0	0.287818
DL	0.865375	86	5	1	1	6	1	1	0	5489	15	0	12.6103	0	0
UL	0.865482	86	5	1	7	6	1	1	0	5856	16	0	12.4233 	0	0.00598502
DL	0.865625	86	5	2	1	6	1	1	0	5489	15	0	12.7821	0	0
UL	0.865732	86	5	2	7	6	1	1	0	6315	18	0	12.8352 	0	0.287818
DL	0.865875	86	5	3	1	6	1	1	0	5489	15	0	12.9398	0	0
UL	0.865982	86	5	3	7	6	1	1	0	5902	17	0	12.7644 	0	0.00059985
DL	0.866125	86	6	0	1	6	1	1	0	5489	15	0	13.103	0	0
UL	0.866232	86	6	0	7	6	1	1	0	5856	16	0	12.3046 	0	0.00598502
DL	0.866375	86	6	1	1	6	1	1	0	5489	15	0	13.06	0	0
UL	0.866482	86	6	1	7	6	1	1	0	5902	17	0	12.4591 	0	0.233248
DL	0.866625	86	6	2	1	6	1	1	0	5489	15	0	12.9175	0	0
UL	0.866732	86	6	2	7	6	1	1	0	5902	17	0	12.9477 	0	0.00059985
